legacy_id,link_llamada
7449d76f-9980-44f4-b373-437800c6dee9,https://fathom.video/share/vPAZXAng8JEDeXg4eHT7XdBF_zpXJyrz
75072750-c402-4d7e-8d78-01b80406cfb7,https://fathom.video/share/4zHUSq21UhhHykwrCLseYUEuXKDsMPaF
7581e0c8-be02-4db1-8e09-35a336997b4d,No hubo
75b5f3cd-fb5c-41f8-b224-00da23f402cf,no hay
76c66ad4-44fa-4531-8e54-3641dedc9600,https://fathom.video/share/cR_SAC9rWrTJAAM6pzsWdaD8NuVT4Z-D
770a9325-62cf-414a-a2b3-4d732fd2b82e,https://fathom.video/share/F7jkNzqQysUFnsmV_V1U1UtmxV-TbWT6
779d212f-a206-4d86-a543-d456c7e684cb,https://fathom.video/share/WZZshQYjsDpVPtgjt6craLEfmfN_yH6C
782616e4-d976-4cd6-9971-79fc9fd96b62,https://fathom.video/share/K8yJTLnWhvvxzmLQzvvBo8jiw53yW3Fw
78407155-4d53-4880-a188-c546ba397d89,https://fathom.video/share/sZUCNz_3kLKr6RKqJjzC86cBncGHyWHq
78b094c3-76c3-4bf8-bebd-7f0d8251abc0,https://fathom.video/share/Ajy5oV4tjkzuWDfsgSsL_6Br5fsscxQs
78b8550b-e0bf-488a-a414-3a046d2c7cdc,https://fathom.video/share/zJ7BDWdoH2MJU1xsPVj7V-7KGuxUAq-C
7914e12b-5054-4296-b0b2-d291d414fce7,https://fathom.video/share/xrWvmxKSXdzhoCmr8gUrjdNX9yN6sUKS
79ce311d-be63-47d4-bbac-d7a731fe92fb,https://fathom.video/share/2BDstqKP7mktSv6KtXewQuva6xnshs3d
7a34b6f9-7a5a-4e44-9ef3-392cc39fe4ae,https://fathom.video/share/y6VP922HmoexE919Me1VXmCPWcMwmtV3
7abc4e8e-19cc-4e6e-a776-b8db6da8a3c3,no show
7c1fc038-6bc8-438c-ae95-dc2e719dc020,https://fathom.video/share/JdTASzssjJMMTVL2pEj6jiz6qz6-5y_H
7cc9ebcc-bb08-4699-a0bd-1043fcdddff4,https://fathom.video/share/6B-dYdiuyGSsmPGryj-AvtbM9XiH7HZw
7dcdca54-77c8-49a1-9167-3df0f9424616,https://fathom.video/share/hqNdnvozVxLsxvCigqWyUU3nULfCZX_X
7df5ca04-a3ff-4698-96dc-c8d6af67a160,https://fathom.video/share/mzBvpauXn1nfs5tNiQM6KZw5nXnZ1Qmx
7e1151ed-9eba-4224-8eca-ca5088e2db45,https://fathom.video/share/z6yXk2bbW3xwFLmspyp7FdrmMLgdqfig
7ee030c2-0b80-458f-8e68-15f893db446f,https://fathom.video/share/NBVAHeN-94tKxN2-wMx4sySufDMcyzjP
7ef67cc0-f66d-4909-8efb-12770277476a,https://fathom.video/share/rs97pFuQgUPh6szsAjwH9sw1aLkHHrvu
7f325997-bfb7-460a-a468-2b91302bd7e9,https://fathom.video/share/QAGz2RzMwdaWi-Fb81rgBn4DY2vmHJsS
7fd79da8-df17-421f-858f-5f89c3085443,https://fathom.video/share/yhRzfKDGssEWZn22kzJFGHpPWJBxfDTc
7fec82ac-98ee-4fcc-b929-fcbd83b639fe,https://fathom.video/share/Ubskzg3TagZQyZdg8zisxrfse_Ryiyz2
8104a95f-ed94-4844-95bb-cea365c13d52,No hubo
81eb0cad-4372-4aa9-a7e5-ef8e3e25e181,https://fathom.video/share/8KGkfXRtJg6Tcuc94vkLx94Xy21Kvsyv
821bb1fe-3387-4c2f-ac48-cb5ebebfc642,No se grabo
822854b3-8e8a-4c74-99eb-7f94b923673b,https://fathom.video/share/XXKwzJFxCv62v1utEkUNx26Vz7_3yySE
82987b68-0a25-4e4a-88e4-35661f47a405,x
833e1c6d-1d5c-4515-9c34-83c0911892fb,https://fathom.video/share/nui9ixRbhxxDGZEzSVw7PWjqzqUqvfU8
864b65dc-6cf7-4ef8-8b22-eb72e9291e90,https://fathom.video/share/bsb-Ac-y_u5E1YsLZV9ux4Si8qos3v2a
86b3410f-1bb6-4ee1-8816-cacbc5462688,https://fathom.video/share/sNKBZnaNZNWyWMSyBuGmtzhkGJQdEgCY
86b444c7-b80c-4455-8811-0f10c4f56545,https://fathom.video/share/aq4zWNYyAY5ekMAAR2Tp5NjXV648PBJs
86d96d64-50db-423d-829a-a2fa768c8949,https://fathom.video/share/wwuNbXiEHsXzomp5u9jPbRWy495sy_ms
87170c88-c1b6-46cb-9a3d-0f7923bcdbe3,https://fathom.video/share/QWgkKGCWigb4aURyFWxqzas2Zs-JuLNY
87a5e077-a158-40f2-b09f-14f1611ce940,https://fathom.video/share/4p9yxVsAg_z_iNYaVyyhn62s9QtrxsEa
87daa456-c995-4a86-a619-38a797cdcbf6,https://fathom.video/share/QmjkKXEYUoUHratpxZ6taXzGrej5HEZn
883ac3ab-d735-4203-a55c-d3eb8d69c0f6,https://fathom.video/share/DarBSCD2TyJtDzGCJhY7Ao6Dt3wxYz65
88cce93b-fff1-43dd-b3d4-83c8083d497a,https://fathom.video/share/v9bffwzWkC2yWfMU-cPyZChHAuy8DP6T
8959fe5a-79e3-49dd-a0c0-168e6c79e877,https://fathom.video/share/xv9nJL2UbUo4Pu4whz8MzwCpFxGZ_tqn
895e4ace-1d3c-47a5-8d50-4d99567b436c,https://fathom.video/share/sEyxyvickwaPkyEyJyNWAGvTCGcyRJbn
898fb00e-0984-4fa7-9631-290b02bf318f,https://fathom.video/share/kGw9ZxsGBt6ppAEydSwT-zjVcMUnXDJk
89c24a2e-0eac-41ec-8b98-454c8e958d81,https://fathom.video/share/B99KwdH-Uoaku_yeUmVbhEsL1CvBayyk
